timestamp,clave,decision,motivo,evidencia
2026-08-07T19:23:02+00:00,presentacion_bruto_neto_y_bloque_comercial,reportar_entrada_bruta_salida_bruta_y_neto_por_separado_y_agrupar_niveles_sin_dispersion_de_monto,"El brief pide 'el monto potencial que podrían invertir' (flujo de entrada) mientras que el modelo de §6.3 proyecta el cambio NETO del saldo invertido. Medido en esta corrida: entrada bruta 1,859,309,351,232 COP sobre 179,405 clientes, salida bruta -760,258,559,891 COP sobre 40,137 clientes, neto 1,099,050,791,341 COP. Reportar solo el neto subestima la oportunidad de captación y esconde una base de retención identificable. Adicionalmente, los niveles ['B', 'C'] tienen dispersión de monto por debajo de 1.0 COP (predicción constante tras el recentrado por mediana), así que no se diferencian entre sí para dimensionar y se agrupan en un bloque 'sin_senal'. La clasificación se deriva de la dispersión medida, no de una lista fija.","{""n_clientes_entrada"": 179405, ""entrada_bruta_12m"": 1859309351232.0254, ""n_clientes_salida"": 40137, ""salida_bruta_12m"": -760258559891.438, ""neto_12m"": 1099050791340.5874, ""niveles_sin_senal"": [""B"", ""C""], ""umbral_desv_sin_senal"": 1.0, ""desv_por_nivel"": {""A"": 56106790.14, ""B"": 0.0, ""C"": 0.0, ""D"": 50330126.3}}"
2026-08-07T19:23:03+00:00,agregacion_rango_oportunidad_12m,reportar_base_como_titular_marcar_conservador_optimista_agregado_como_no_citable,"El agregado [conservador, optimista] de SPEC_V2 §7 se construye sumando el límite p10/p90 de cada cliente (219,542 clientes con historial de inversión en esta corrida), lo que asume errores de backtest perfectamente correlacionados entre TODOS ellos. Bajo independencia razonable la incertidumbre agregada escalaría con sqrt(n) = 469, no con n = 219,542: la banda mostrada está sobrestimada en órdenes de magnitud (evidencia medida en esta misma celda, no asumida: ancho_agregado / ancho_medio_cliente = 219,542.0). No se inventa un método de agregación alternativo en este notebook -- es una decisión de negocio pendiente. Mientras no se decida, 'base' es la única cifra agregada defendible como titular; 'conservador'/'optimista' agregados NO deben citarse frente al negocio sin este aviso.","{""n_clientes"": 219542, ""raiz_n"": 468.553091975712, ""factor_escala_medido"": 219542.0, ""oportunidad_12m_conservador"": -2370736025619.5767, ""oportunidad_12m_base"": 1099050791340.5874, ""oportunidad_12m_optimista"": 3099577625590.368}"
2026-08-07T19:33:53+00:00,presentacion_bruto_neto_y_bloque_comercial,reportar_entrada_bruta_salida_bruta_y_neto_por_separado_y_agrupar_niveles_sin_dispersion_de_monto,"El brief pide 'el monto potencial que podrían invertir' (flujo de entrada) mientras que el modelo de §6.3 proyecta el cambio NETO del saldo invertido. Medido en esta corrida: entrada bruta 1,859,309,351,232 COP sobre 179,405 clientes, salida bruta -760,258,559,891 COP sobre 40,137 clientes, neto 1,099,050,791,341 COP. Reportar solo el neto subestima la oportunidad de captación y esconde una base de retención identificable. Adicionalmente, los niveles ['B', 'C'] tienen dispersión de monto por debajo de 1.0 COP (predicción constante tras el recentrado por mediana), así que no se diferencian entre sí para dimensionar y se agrupan en un bloque 'sin_senal'. La clasificación se deriva de la dispersión medida, no de una lista fija.","{""n_clientes_entrada"": 179405, ""entrada_bruta_12m"": 1859309351232.0254, ""n_clientes_salida"": 40137, ""salida_bruta_12m"": -760258559891.438, ""neto_12m"": 1099050791340.5874, ""niveles_sin_senal"": [""B"", ""C""], ""umbral_desv_sin_senal"": 1.0, ""desv_por_nivel"": {""A"": 56106790.14, ""B"": 0.0, ""C"": 0.0, ""D"": 50330126.3}}"
2026-08-07T19:33:54+00:00,agregacion_rango_oportunidad_12m,reportar_base_como_titular_marcar_conservador_optimista_agregado_como_no_citable,"El agregado [conservador, optimista] de SPEC_V2 §7 se construye sumando el límite p10/p90 de cada cliente (219,542 clientes con historial de inversión en esta corrida), lo que asume errores de backtest perfectamente correlacionados entre TODOS ellos. Bajo independencia razonable la incertidumbre agregada escalaría con sqrt(n) = 469, no con n = 219,542: la banda mostrada está sobrestimada en órdenes de magnitud (evidencia medida en esta misma celda, no asumida: ancho_agregado / ancho_medio_cliente = 219,542.0). No se inventa un método de agregación alternativo en este notebook -- es una decisión de negocio pendiente. Mientras no se decida, 'base' es la única cifra agregada defendible como titular; 'conservador'/'optimista' agregados NO deben citarse frente al negocio sin este aviso.","{""n_clientes"": 219542, ""raiz_n"": 468.553091975712, ""factor_escala_medido"": 219542.0, ""oportunidad_12m_conservador"": -2370736025619.5767, ""oportunidad_12m_base"": 1099050791340.5874, ""oportunidad_12m_optimista"": 3099577625590.368}"
2026-08-07T20:09:24+00:00,presentacion_bruto_neto_y_bloque_comercial,reportar_entrada_bruta_salida_bruta_y_neto_por_separado_y_agrupar_niveles_sin_dispersion_de_monto,"El brief pide 'el monto potencial que podrían invertir' (flujo de entrada) mientras que el modelo de §6.3 proyecta el cambio NETO del saldo invertido. Medido en esta corrida: entrada bruta 1,859,309,351,232 COP sobre 179,405 clientes, salida bruta -760,258,559,891 COP sobre 40,137 clientes, neto 1,099,050,791,341 COP. Reportar solo el neto subestima la oportunidad de captación y esconde una base de retención identificable. Adicionalmente, los niveles ['B', 'C'] tienen dispersión de monto por debajo de 1.0 COP (predicción constante tras el recentrado por mediana), así que no se diferencian entre sí para dimensionar y se agrupan en un bloque 'sin_senal'. La clasificación se deriva de la dispersión medida, no de una lista fija.","{""n_clientes_entrada"": 179405, ""entrada_bruta_12m"": 1859309351232.0254, ""n_clientes_salida"": 40137, ""salida_bruta_12m"": -760258559891.438, ""neto_12m"": 1099050791340.5874, ""niveles_sin_senal"": [""B"", ""C""], ""umbral_desv_sin_senal"": 1.0, ""desv_por_nivel"": {""A"": 56106790.14, ""B"": 0.0, ""C"": 0.0, ""D"": 50330126.3}}"
2026-08-07T20:09:26+00:00,agregacion_rango_oportunidad_12m,rango_agregado_por_escenarios_de_captura_comercial_no_por_error_del_modelo,"El rango agregado NO se deriva del error del modelo. Medido en esta corrida, los dos extremos estadísticos posibles son ambos inservibles: sumar el p10/p90 de cada uno de los 219,542 clientes asume correlación perfecta y da ±498% sobre la base (por eso el conservador sale negativo), mientras que asumir independencia y escalar por sqrt(n)=469 da apenas ±1.1%, precisión que una proyección a 12 meses sobre ~13 meses de historia no puede tener. La correlación real de los errores entre clientes no es estimable con una sola ventana temporal, así que ninguna de las dos es defendible. El hallazgo de fondo es que la incertidumbre que manda no es el error del modelo sino la ADOPCIÓN. Por eso el rango se construye como entrada_bruta x tasa_de_captura, con la tasa en config.TASAS_CAPTURA: un supuesto de negocio declarado y discutible en vez de una precisión estadística falsa. Los escenarios POR CLIENTE (p10/p90) se conservan y siguen siendo válidos para ordenar y priorizar; lo que se descarta es su SUMA.","{""n_clientes"": 219542, ""raiz_n"": 468.553091975712, ""ancho_relativo_correlacion_perfecta"": 4.977307413188274, ""ancho_relativo_independencia"": 0.01062271810479543, ""entrada_bruta_12m"": 1859309351232.0254, ""tasas_captura"": {""conservador"": 0.1, ""base"": 0.25, ""optimista"": 0.4}, ""oportunidad_por_escenario"": {""conservador"": 185930935123.20255, ""base"": 464827337808.00635, ""optimista"": 743723740492.8102}}"
2026-08-07T20:14:15+00:00,presentacion_bruto_neto_y_bloque_comercial,reportar_entrada_bruta_salida_bruta_y_neto_por_separado_y_agrupar_niveles_sin_dispersion_de_monto,"El brief pide 'el monto potencial que podrían invertir' (flujo de entrada) mientras que el modelo de §6.3 proyecta el cambio NETO del saldo invertido. Medido en esta corrida: entrada bruta 1,859,309,351,232 COP sobre 179,405 clientes, salida bruta -760,258,559,891 COP sobre 40,137 clientes, neto 1,099,050,791,341 COP. Reportar solo el neto subestima la oportunidad de captación y esconde una base de retención identificable. Adicionalmente, los niveles ['B', 'C'] tienen dispersión de monto por debajo de 1.0 COP (predicción constante tras el recentrado por mediana), así que no se diferencian entre sí para dimensionar y se agrupan en un bloque 'sin_senal'. La clasificación se deriva de la dispersión medida, no de una lista fija.","{""n_clientes_entrada"": 179405, ""entrada_bruta_12m"": 1859309351232.0254, ""n_clientes_salida"": 40137, ""salida_bruta_12m"": -760258559891.438, ""neto_12m"": 1099050791340.5874, ""niveles_sin_senal"": [""B"", ""C""], ""umbral_desv_sin_senal"": 1.0, ""desv_por_nivel"": {""A"": 56106790.14, ""B"": 0.0, ""C"": 0.0, ""D"": 50330126.3}}"
2026-08-07T20:14:15+00:00,agregacion_rango_oportunidad_12m,rango_agregado_por_escenarios_de_captura_comercial_no_por_error_del_modelo,"El rango agregado NO se deriva del error del modelo. Medido en esta corrida, los dos extremos estadísticos posibles son ambos inservibles: sumar el p10/p90 de cada uno de los 219,542 clientes asume correlación perfecta y da un ancho de 498% sobre la base (por eso el conservador sale negativo), mientras que asumir independencia y escalar por sqrt(n)=469 da apenas 1.1%, precisión que una proyección a 12 meses sobre ~13 meses de historia no puede tener. La correlación real de los errores entre clientes no es estimable con una sola ventana temporal, así que ninguna de las dos es defendible. El hallazgo de fondo es que la incertidumbre que manda no es el error del modelo sino la ADOPCIÓN. Por eso el rango se construye como entrada_bruta x tasa_de_captura, con la tasa en config.TASAS_CAPTURA: un supuesto de negocio declarado y discutible en vez de una precisión estadística falsa. Los escenarios POR CLIENTE (p10/p90) se conservan y siguen siendo válidos para ordenar y priorizar; lo que se descarta es su SUMA.","{""n_clientes"": 219542, ""raiz_n"": 468.553091975712, ""ancho_relativo_correlacion_perfecta"": 4.977307413188274, ""ancho_relativo_independencia"": 0.01062271810479543, ""entrada_bruta_12m"": 1859309351232.0254, ""tasas_captura"": {""conservador"": 0.1, ""base"": 0.25, ""optimista"": 0.4}, ""oportunidad_por_escenario"": {""conservador"": 185930935123.20255, ""base"": 464827337808.00635, ""optimista"": 743723740492.8102}}"
2026-08-08T01:54:55+00:00,metrica_error_monto,reportar_mae_y_mape_mediana_en_vez_de_mape_media,"SPEC_V2 §6.3.4 pide literalmente 'MAE y MAPE'. Se AMENDA esa redacción: el MAPE media no es una métrica válida para este backtest porque la población de validación (últimos 3 meses) está dominada por clientes con crecimiento real ~0 (mediana de crecimiento_12m = 0 para 'app' sobre toda la ventana completa) mientras el modelo predice crecimiento positivo de forma generalizada; el resultado es un puñado de ratios de error extremos (real casi 0, error grande) que domina la SUMA usada por la media. Subir eps a 1,000,000 COP no lo arregla (sigue por encima de 200% de MAPE media): el problema es la forma de la distribución de ratios, no el umbral de exclusión. Se reporta MAE (interpretable en pesos) + MAPE MEDIANA (robusta a esa cola) como cifra de negocio; el MAPE media se conserva en metricas_monto.json solo como evidencia de por qué se necesitó el amendment, nunca como cifra a citar.","{""componentes"": {""app"": {""pct_error_negativo"": 0.917214953623407, ""valor_modal_error"": -65253.229265354865, ""masa_en_valor_modal"": 0.787171970439635, ""mape_media"": 13297.057178554342, ""mape_mediana"": 1.0015536483158418, ""mae"": 13976975.215917211, ""n_mape"": 20235}, ""prod_conservadores"": {""pct_error_negativo"": 0.7688098559686298, ""valor_modal_error"": -91364.15987903281, ""masa_en_valor_modal"": 0.2358890732222306, ""mape_media"": 7303.649248820019, ""mape_mediana"": 5.039499535111035, ""mae"": 18434686.647955664, ""n_mape"": 136600}}, ""mape_media_total"": 22558.0950510539, ""mape_mediana_total"": 4.322037601676541, ""mae_total"": 30067086.139143016, ""n_meses_validacion"": 3}"
2026-08-08T02:02:28+00:00,presentacion_bruto_neto_y_bloque_comercial,reportar_entrada_bruta_salida_bruta_y_neto_por_separado_y_agrupar_niveles_sin_dispersion_de_monto,"El brief pide 'el monto potencial que podrían invertir' (flujo de entrada) mientras que el modelo de §6.3 proyecta el cambio NETO del saldo invertido. Medido en esta corrida: entrada bruta 1,859,309,351,232 COP sobre 179,405 clientes, salida bruta -760,258,559,891 COP sobre 40,137 clientes, neto 1,099,050,791,341 COP. Reportar solo el neto subestima la oportunidad de captación y esconde una base de retención identificable. Adicionalmente, los niveles ['B', 'C'] tienen dispersión de monto por debajo de 1.0 COP (predicción constante tras el recentrado por mediana), así que no se diferencian entre sí para dimensionar y se agrupan en un bloque 'sin_senal'. La clasificación se deriva de la dispersión medida, no de una lista fija.","{""n_clientes_entrada"": 179405, ""entrada_bruta_12m"": 1859309351232.0254, ""n_clientes_salida"": 40137, ""salida_bruta_12m"": -760258559891.438, ""neto_12m"": 1099050791340.5874, ""niveles_sin_senal"": [""B"", ""C""], ""umbral_desv_sin_senal"": 1.0, ""desv_por_nivel"": {""A"": 56106790.14, ""B"": 0.0, ""C"": 0.0, ""D"": 50330126.3}}"
2026-08-08T02:02:28+00:00,agregacion_rango_oportunidad_12m,rango_agregado_por_escenarios_de_captura_comercial_no_por_error_del_modelo,"El rango agregado NO se deriva del error del modelo. Medido en esta corrida, los dos extremos estadísticos posibles son ambos inservibles: sumar el p10/p90 de cada uno de los 219,542 clientes asume correlación perfecta y da un ancho de 498% sobre la base (por eso el conservador sale negativo), mientras que asumir independencia y escalar por sqrt(n)=469 da apenas 1.1%, precisión que una proyección a 12 meses sobre ~13 meses de historia no puede tener. La correlación real de los errores entre clientes no es estimable con una sola ventana temporal, así que ninguna de las dos es defendible. El hallazgo de fondo es que la incertidumbre que manda no es el error del modelo sino la ADOPCIÓN. Por eso el rango se construye como entrada_bruta x tasa_de_captura, con la tasa en config.TASAS_CAPTURA: un supuesto de negocio declarado y discutible en vez de una precisión estadística falsa. Los escenarios POR CLIENTE (p10/p90) se conservan y siguen siendo válidos para ordenar y priorizar; lo que se descarta es su SUMA.","{""n_clientes"": 219542, ""raiz_n"": 468.553091975712, ""ancho_relativo_correlacion_perfecta"": 4.9773074131882735, ""ancho_relativo_independencia"": 0.010622718104795429, ""entrada_bruta_12m"": 1859309351232.0254, ""tasas_captura"": {""conservador"": 0.1, ""base"": 0.25, ""optimista"": 0.4}, ""oportunidad_por_escenario"": {""conservador"": 185930935123.20255, ""base"": 464827337808.00635, ""optimista"": 743723740492.8102}}"
